Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Category,Price_per_kg,Warranty_Price_EUR,Slogan,Total_Cost_EUR
lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,windows 10,2.1,621.45,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,1024,HDD,HDD,Intel,HD Graphics 620,Mid-Range,295.92857142857144,60.0,Think Different,681.45
lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,no os,1.9,450.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Budget,236.84210526315792,60.0,Think Different,510.0
dell,Vostro 5568,Notebook,15.6,8,windows 10,2.18,795.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,364.6788990825688,50.0,Powerful and Reliable,845.0
acer,Spin 5,2 in 1 Convertible,13.3,8,windows 10,1.6,999.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,624.375,55.0,Explore Beyond Limits,1054.0
lenovo,ThinkPad P51s,Workstation,15.6,16,windows 7,2.18,1855.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,Quadro M520M,Ultra-Premium,850.9174311926605,60.0,Think Different,1915.0
lenovo,Thinkpad T460p,Notebook,14.0,8,windows 10,1.8,1191.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6300HQ,256,0,SSD,No,Intel,HD Graphics 520,Premium,661.6666666666666,60.0,Think Different,1251.0
hp,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6,windows 10,2.71,655.01,Full HD,1920,1080,No,Yes,No,AMD,2.5,A10-Series 9620P,2048,0,HDD,No,AMD,Radeon 530,Mid-Range,241.7011070110701,150.0,Innovation at its Best,805.01
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,windows 10,2.5,1249.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Premium,499.6,60.0,Think Different,1309.0
dell,Latitude 5480,Notebook,14.0,8,linux,1.64,1089.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,664.0243902439025,50.0,Powerful and Reliable,1139.0
dell,Vostro 5568,Notebook,15.6,8,linux,1.98,726.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,366.6666666666667,50.0,Powerful and Reliable,776.0
asus,VivoBook E403NA,Notebook,14.0,4,windows 10,1.5,298.0,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,198.66666666666663,45.0,Inspiring Innovation,343.0
dell,Latitude 5580,Notebook,15.6,16,windows 10,1.93,1426.66,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,512,0,SSD,No,Intel,HD Graphics 620,Premium,739.2020725388602,50.0,Powerful and Reliable,1476.66
lenovo,Thinkpad E470,Notebook,14.0,8,windows 10,1.87,857.07,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX,Mid-Range,458.32620320855614,60.0,Think Different,917.07
dell,Latitude 5580,Notebook,15.6,8,windows 10,1.9,1179.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,Premium,620.5263157894738,50.0,Powerful and Reliable,1229.0
lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,windows 10,2.19,298.0,Standard,1366,768,No,No,No,AMD,2.0,A6-Series 7310,500,0,HDD,No,AMD,Radeon R4,Budget,136.0730593607306,60.0,Think Different,358.0
mediacom,Smartbook 142,Notebook,14.0,4,windows 10,1.4,265.0,Full HD,1920,1200,No,Yes,No,Intel,1.92,Atom Z8350,32,0,HDD,No,Intel,HD Graphics 400,Budget,189.2857142857143,,,265.0
hp,ProBook 470,Notebook,17.3,8,windows 10,2.63,1200.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,456.2737642585552,150.0,Innovation at its Best,1350.0
lenovo,ThinkPad X1,Ultrabook,14.0,8,windows 10,1.17,1686.64,Quad HD+,2560,1440,No,Yes,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1441.5726495726497,60.0,Think Different,1746.64
hp,Pavilion X360,2 in 1 Convertible,13.3,8,windows 10,1.58,836.6,Standard,1366,768,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,529.493670886076,150.0,Innovation at its Best,986.6
lenovo,ThinkPad T470s,Ultrabook,14.0,8,windows 10,1.32,1499.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1135.6060606060605,60.0,Think Different,1559.0
dell,Alienware 17,Gaming,17.3,32,windows 10,4.36,3659.4,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,839.3119266055046,50.0,Powerful and Reliable,3709.4
msi,GL72M 7REX,Gaming,17.3,8,windows 10,2.7,1348.48,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Premium,499.437037037037,,,1348.48
lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4,no os,1.9,489.9,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Budget,257.8421052631579,60.0,Think Different,549.9
dell,Inspiron 5570,Notebook,15.6,8,windows 10,2.2,719.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,Mid-Range,326.8181818181818,50.0,Powerful and Reliable,769.0
dell,Inspiron 5378,2 in 1 Convertible,13.3,4,windows 10,1.71,649.0,Full HD,1920,1080,Yes,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,379.5321637426901,50.0,Powerful and Reliable,699.0
dell,Inspiron 5567,Notebook,15.6,8,linux,2.32,589.52,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,Mid-Range,254.1034482758621,50.0,Powerful and Reliable,639.52
hp,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,windows 10,2.1,489.0,Full HD,1920,1080,No,No,No,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon 520,Budget,232.8571428571429,150.0,Innovation at its Best,639.0
acer,Predator 17,Gaming,17.3,16,windows 10,4.2,1935.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,460.7142857142857,55.0,Explore Beyond Limits,1990.0
dell,Inspiron 3567,Notebook,15.6,12,windows 10,2.25,649.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,288.44444444444446,50.0,Powerful and Reliable,699.0
hp,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,windows 10,2.1,650.0,Full HD,1920,1080,No,No,No,AMD,3.0,A9-Series A9-9420,128,1024,SSD,HDD,AMD,Radeon 520,Mid-Range,309.5238095238095,150.0,Innovation at its Best,800.0
acer,Extensa EX2540-58KR,Notebook,15.6,4,windows 10,2.4,559.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,232.91666666666669,55.0,Explore Beyond Limits,614.0
lenovo,ThinkPad 13,Notebook,13.3,8,windows 10,1.44,960.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,666.6666666666667,60.0,Think Different,1020.0
lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4,windows 10,1.85,779.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,421.081081081081,60.0,Think Different,839.0
hp,ZBook 15,Workstation,15.6,16,windows 10,2.6,2419.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200,Ultra-Premium,930.3846153846154,150.0,Innovation at its Best,2569.0
dell,Inspiron 5379,2 in 1 Convertible,13.3,8,windows 10,1.55,659.0,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,Mid-Range,425.1612903225806,50.0,Powerful and Reliable,709.0
msi,GS63VR 7RF,Gaming,15.6,16,windows 10,1.8,2094.48,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,1163.6,,,2094.48
acer,Aspire ES1-572,Notebook,15.6,4,windows 10,2.4,410.8,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Budget,171.16666666666669,55.0,Explore Beyond Limits,465.8
dell,Inspiron 7560,Notebook,15.6,8,windows 10,2.0,1207.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,Premium,603.5,50.0,Powerful and Reliable,1257.0
dell,Vostro 3568,Notebook,15.6,8,windows 10,2.0,665.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,332.5,50.0,Powerful and Reliable,715.0
toshiba,Tecra X40-D-10G,Notebook,14.0,8,windows 10,1.25,1535.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1228.0,,,1535.0
lenovo,Flex 5,2 in 1 Convertible,14.0,8,windows 10,1.7,999.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,587.6470588235294,60.0,Think Different,1059.0
lenovo,Thinkpad P51s,Workstation,15.6,16,windows 10,2.5,3299.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Nvidia,Quadro M520M,Ultra-Premium,1319.6,60.0,Think Different,3359.0
acer,Chromebook 14,Notebook,14.0,2,chrome os,1.68,330.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,Budget,196.42857142857144,55.0,Explore Beyond Limits,385.0
samsung,Notebook 9,Ultrabook,13.3,16,windows 10,0.81,1649.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,2035.8024691358023,,,1649.0
hp,250 G6,Notebook,15.6,8,windows 10,1.86,539.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,289.7849462365591,150.0,Innovation at its Best,689.0
dell,Latitude 5480,Notebook,14.0,8,windows 10,1.6,1126.71,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,704.19375,50.0,Powerful and Reliable,1176.71
hp,Zbook 17,Workstation,17.3,16,windows 7,3.0,4389.0,Full HD,1920,1080,No,Yes,No,Intel,2.9,Xeon E3-1535M v5,256,0,SSD,No,Nvidia,Quadro M2000M,Ultra-Premium,1463.0,150.0,Innovation at its Best,4539.0
lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,windows 10,1.4,475.0,Standard,1366,768,Yes,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400,Budget,339.28571428571433,60.0,Think Different,535.0
hp,EliteBook 850,Notebook,15.6,8,windows 10,1.84,1900.0,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1032.6086956521738,150.0,Innovation at its Best,2050.0
asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,no os,2.45,579.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,Mid-Range,236.32653061224488,45.0,Inspiring Innovation,624.0
lenovo,Thinkpad T460,Ultrabook,14.0,4,windows 10,1.7,1096.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,Premium,644.7058823529412,60.0,Think Different,1156.0
asus,Pro P2540UA-XO0192R,Notebook,15.6,4,windows 10,2.37,849.9,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,358.60759493670884,45.0,Inspiring Innovation,894.9
lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8,windows 10,1.3,1199.0,Quad HD+,3200,1800,Yes,Yes,No,Intel,1.8,Core i5 6260U,256,0,SSD,No,Intel,HD Graphics 540,Premium,922.3076923076924,60.0,Think Different,1259.0
hp,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,windows 10,2.2,1099.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,499.5454545454545,150.0,Innovation at its Best,1249.0
hp,ZBook 15,Workstation,15.6,8,windows 7,2.59,1561.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M1000M,Ultra-Premium,602.7027027027027,150.0,Innovation at its Best,1711.0
dell,Alienware 17,Gaming,15.6,16,windows 10,4.42,2868.99,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,649.0927601809955,50.0,Powerful and Reliable,2918.99
acer,Aspire 3,Notebook,15.6,4,windows 10,2.1,599.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,285.23809523809524,55.0,Explore Beyond Limits,654.0
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,windows 10,2.5,1048.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,419.2,60.0,Think Different,1108.0
dell,Latitude 7280,Ultrabook,12.5,16,windows 10,1.18,1859.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1575.4237288135594,50.0,Powerful and Reliable,1909.0
google,Pixelbook (Core,Ultrabook,12.3,8,chrome os,1.1,1559.0,Standard,2400,1600,Yes,No,No,Intel,1.2,Core i5 7Y57,256,0,SSD,No,Intel,HD Graphics 615,Ultra-Premium,1417.2727272727273,,,1559.0
asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,windows 10,1.2,1129.0,Quad HD+,3200,1800,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,940.8333333333334,45.0,Inspiring Innovation,1174.0
dell,Latitude 3380,Notebook,13.3,4,windows 10,1.65,849.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,514.5454545454546,50.0,Powerful and Reliable,899.0
acer,TravelMate P238-M,Notebook,13.3,4,windows 10,1.6,655.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,Mid-Range,409.375,55.0,Explore Beyond Limits,710.0
asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,windows 10,2.8,470.34,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Nvidia,GeForce 920MX,Budget,167.97857142857143,45.0,Inspiring Innovation,515.3399999999999
dell,Inspiron 7559,Gaming,15.6,16,windows 10,2.72,1099.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,Premium,404.0441176470588,50.0,Powerful and Reliable,1149.0
samsung,Notebook 9,Ultrabook,13.3,8,windows 10,1.31,1599.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1220.6106870229007,,,1599.0
acer,Aspire A315-31,Notebook,15.6,4,linux,2.1,298.0,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,Budget,141.9047619047619,55.0,Explore Beyond Limits,353.0
dell,Inspiron 5567,Notebook,15.6,16,windows 10,2.3,1181.27,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,Premium,513.5956521739131,50.0,Powerful and Reliable,1231.27
samsung,Notebook 9,2 in 1 Convertible,15.0,16,windows 10,1.71,1799.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon 540,Ultra-Premium,1052.046783625731,,,1799.0
toshiba,Tecra A40-C-1E5,Notebook,14.0,4,windows 10,1.75,1020.0,Standard,1366,768,No,Yes,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,Premium,582.8571428571429,,,1020.0
dell,Inspiron 7567,Gaming,15.6,8,windows 10,2.62,1099.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Premium,419.4656488549618,50.0,Powerful and Reliable,1149.0
hp,EliteBook 820,Ultrabook,12.5,4,windows 10,1.26,1244.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,987.3015873015872,150.0,Innovation at its Best,1394.0
asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,windows 10,2.3,839.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,364.7826086956522,45.0,Inspiring Innovation,884.0
lenovo,Thinkpad P50,Notebook,15.6,16,windows 7,2.5,2370.0,4K Ultra HD,3840,2160,No,No,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M2000M,Ultra-Premium,948.0,60.0,Think Different,2430.0
acer,Swift 3,Notebook,14.0,4,windows 10,1.8,636.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,Mid-Range,353.3333333333333,55.0,Explore Beyond Limits,691.0
razer,Blade Pro,Gaming,14.0,16,windows 10,1.95,2899.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060,Ultra-Premium,1486.6666666666667,,,2899.0
asus,Vivobook Max,Notebook,15.6,8,windows 10,2.0,581.9,Standard,1920,1080,No,No,No,Intel,1.1,Pentium Dual Core N4200,128,0,SSD,No,Intel,HD Graphics 505,Mid-Range,290.95,45.0,Inspiring Innovation,626.9
dell,Alienware 17,Gaming,17.3,32,windows 10,4.42,3588.8,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070M,Ultra-Premium,811.9457013574661,50.0,Powerful and Reliable,3638.8
asus,Rog G752VS-BA171T,Gaming,17.3,16,windows 10,4.3,2350.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,546.5116279069767,45.0,Inspiring Innovation,2395.0
toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,windows 10,1.47,1764.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Nvidia,GeForce 930M,Ultra-Premium,1200.0,,,1764.0
lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,no os,2.2,329.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405,Budget,149.54545454545453,60.0,Think Different,389.0
lenovo,ThinkPad T470s,Ultrabook,14.0,16,windows 10,1.7,2299.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1352.3529411764707,60.0,Think Different,2359.0
msi,GS43VR 7RE,Gaming,14.0,16,windows 10,1.6,1891.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,1181.875,,,1891.0
msi,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,windows 10,2.2,1089.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,495.0,,,1089.0
lenovo,Legion Y520-15IKBN,Gaming,15.6,4,windows 10,2.4,999.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Mid-Range,416.25,60.0,Think Different,1059.0
acer,Predator G9-793,Gaming,17.3,16,windows 10,4.2,2299.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,547.3809523809524,55.0,Explore Beyond Limits,2354.0
dell,Inspiron 7567,Gaming,15.6,8,windows 10,2.62,985.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,Mid-Range,375.9541984732824,50.0,Powerful and Reliable,1035.0
asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,windows 10,2.24,1339.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX1060,Premium,597.7678571428571,45.0,Inspiring Innovation,1384.0
vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,4,windows 10,1.22,202.9,Standard,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,166.31147540983608,,,202.9
lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,windows 10,1.37,1970.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1437.956204379562,60.0,Think Different,2030.0
lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,8,windows 10,2.08,959.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R7 M460,Mid-Range,461.05769230769226,60.0,Think Different,1019.0
apple,"MacBook 12""",Ultrabook,12.0,8,mac os x,0.92,1165.0,Standard,2304,1440,No,Yes,Yes,Intel,1.2,Core M,512,0,Flash Storage,No,Intel,HD Graphics 5300,Premium,1266.304347826087,,,1165.0
lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,windows 10,1.42,2330.0,Standard,2560,1440,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1640.8450704225354,60.0,Think Different,2390.0
asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,4,windows 10,1.63,299.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,183.4355828220859,45.0,Inspiring Innovation,344.0
dell,Latitude 3580,Notebook,15.6,8,windows 10,1.95,810.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,Mid-Range,415.3846153846154,50.0,Powerful and Reliable,860.0
lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,windows 10,1.38,1349.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,977.536231884058,60.0,Think Different,1409.0
dell,Vostro 5568,Notebook,15.6,8,windows 10,2.0,739.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 M420X,Mid-Range,369.5,50.0,Powerful and Reliable,789.0
hp,ZBook 17,Workstation,15.6,8,windows 10,3.14,2064.9,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200,Ultra-Premium,657.6114649681529,150.0,Innovation at its Best,2214.9
asus,Pro P2540UA-XS51,Notebook,15.6,8,windows 10,2.37,1099.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,463.71308016877634,45.0,Inspiring Innovation,1144.0
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.29,1499.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1162.015503875969,50.0,Powerful and Reliable,1549.0
dell,XPS 15,Notebook,15.6,8,windows 10,2.06,1749.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,Ultra-Premium,849.0291262135922,50.0,Powerful and Reliable,1799.0
dell,Latitude 3180,Netbook,11.6,4,windows 10,1.63,744.0,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505,Mid-Range,456.4417177914111,50.0,Powerful and Reliable,794.0
hp,EliteBook 820,Netbook,12.5,8,windows 10,1.26,1389.0,Standard,1366,768,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1102.3809523809523,150.0,Innovation at its Best,1539.0
toshiba,Satellite Pro,Notebook,15.6,4,windows 10,2.1,780.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,371.4285714285714,,,780.0
hp,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,8,windows 10,2.04,629.0,Standard,1366,768,No,No,No,AMD,2.5,A12-Series 9700P,2048,0,HDD,No,AMD,Radeon R7 Graphics,Mid-Range,308.3333333333333,150.0,Innovation at its Best,779.0
