Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Category,Price_per_kg
microsoft,Surface Laptop,Ultrabook,13.5,8,windows 10 s,1.252,1867.85,Standard,2256,1504,Yes,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,Iris Plus Graphics 640,Ultra-Premium,1491.8929712460063
lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8,windows 10,1.9,817.95,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,AMD,Radeon R5 M430,Mid-Range,430.50000000000006
lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8,windows 10,1.3,1034.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,795.3846153846154
lenovo,IdeaPad 320-15AST,Notebook,15.6,4,windows 10,2.2,349.0,Standard,1366,768,No,No,No,AMD,2.2,E-Series E2-9000,128,0,SSD,No,AMD,Radeon R2 Graphics,Budget,158.63636363636363
hp,Pavilion X360,2 in 1 Convertible,14.0,4,windows 10,1.63,699.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Nvidia,GeForce 940MX,Mid-Range,428.8343558282209
msi,GP62 7RDX,Gaming,15.6,16,windows 10,2.4,1294.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,539.1666666666667
asus,Zenbook 3,Ultrabook,14.0,8,windows 10,1.1,1135.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1031.8181818181818
hp,Chromebook X360,2 in 1 Convertible,11.6,8,chrome os,1.4,495.0,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500,Budget,353.5714285714286
lg,Gram 15Z975,Ultrabook,15.6,8,windows 10,1.09,2299.0,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,2109.1743119266052
acer,Aspire VX5-591G,Gaming,15.6,16,windows 10,2.5,1299.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,Premium,519.6
msi,GV62M 7RD,Gaming,15.6,8,windows 10,2.2,997.9,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,Mid-Range,453.59090909090907
asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,windows 10,1.86,419.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500,Budget,225.26881720430106
dell,Alienware 15,Gaming,15.6,16,windows 10,3.21,2051.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,638.9408099688474
hp,17-bs000nv I3,Notebook,17.3,4,windows 10,2.5,699.0,Full HD,1920,1080,No,Yes,No,Intel,2.0,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 520,Mid-Range,279.6
lenovo,Yoga 730,2 in 1 Convertible,13.3,8,windows 10,1.19,1499.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,Premium,1259.6638655462186
dell,Alienware 15,Gaming,15.6,16,windows 10,3.49,2813.75,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,806.2320916905444
hp,250 G6,Notebook,15.6,4,windows 10,1.86,612.61,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon 520,Mid-Range,329.36021505376345
dell,Inspiron 3567,Notebook,15.6,4,windows 10,2.2,545.67,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,Mid-Range,248.03181818181815
hp,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6,windows 10,2.65,569.0,Full HD,1920,1080,No,Yes,No,AMD,2.4,A10-Series 9600P,2048,0,HDD,No,AMD,Radeon R7 M440,Mid-Range,214.7169811320755
lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,windows 10,2.1,318.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,500,0,HDD,No,Intel,HD Graphics 510,Budget,151.42857142857142
acer,Chromebook 14,Notebook,14.0,4,chrome os,1.45,375.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,32,0,Flash Storage,No,Intel,HD Graphics 510,Budget,258.62068965517244
lenovo,IdeaPad 520s-14IKB,Notebook,14.0,4,windows 10,1.7,699.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,411.1764705882353
hp,ZBook 17,Workstation,17.3,8,windows 10,3.14,1907.99,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,500,0,HDD,No,Nvidia,Quadro M1200,Ultra-Premium,607.640127388535
lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,windows 10,1.42,2590.0,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1823.943661971831
toshiba,Satellite Pro,Notebook,13.3,8,windows 10,1.5,973.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,648.6666666666666
acer,TravelMate B117-M,Netbook,11.6,4,windows 10,1.4,269.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3050,32,0,Flash Storage,No,Intel,HD Graphics,Budget,192.14285714285717
lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,16,windows 10,1.38,1749.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1267.3913043478262
asus,Chromebook Flip,2 in 1 Convertible,12.5,4,chrome os,1.2,669.0,Full HD,1920,1080,Yes,No,No,Intel,0.9,Core M M3-6Y30,64,0,Flash Storage,No,Intel,HD Graphics 515,Mid-Range,557.5
toshiba,Portege Z30T-C-133,Ultrabook,13.3,16,windows 10,1.36,1877.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1380.1470588235293
hp,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,windows 10,2.1,689.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,AMD,Radeon 530,Mid-Range,328.0952380952381
dell,Inspiron 5577,Gaming,15.6,8,windows 10,2.56,819.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Mid-Range,319.921875
lenovo,IdeaPad 320-15AST,Notebook,15.6,4,windows 10,2.2,399.0,Full HD,1920,1080,No,No,No,AMD,2.9,A9-Series 9420,256,0,SSD,No,AMD,Radeon 530,Budget,181.36363636363635
lenovo,IdeaPad 320-15ABR,Notebook,15.6,8,windows 10,2.2,429.0,Standard,1366,768,No,No,No,AMD,3.6,A12-Series 9720P,1024,0,HDD,No,AMD,Radeon R7,Budget,194.99999999999997
lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,windows 10,2.1,621.45,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,1024,HDD,HDD,Intel,HD Graphics 620,Mid-Range,295.92857142857144
lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,no os,1.9,450.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Budget,236.84210526315792
dell,Vostro 5568,Notebook,15.6,8,windows 10,2.18,795.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,364.67889908256876
acer,Spin 5,2 in 1 Convertible,13.3,8,windows 10,1.6,999.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,624.375
lenovo,ThinkPad P51s,Workstation,15.6,16,windows 7,2.18,1855.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,Quadro M520M,Ultra-Premium,850.9174311926605
lenovo,Thinkpad T460p,Notebook,14.0,8,windows 10,1.8,1191.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6300HQ,256,0,SSD,No,Intel,HD Graphics 520,Premium,661.6666666666666
hp,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6,windows 10,2.71,655.01,Full HD,1920,1080,No,Yes,No,AMD,2.5,A10-Series 9620P,2048,0,HDD,No,AMD,Radeon 530,Mid-Range,241.70110701107012
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,windows 10,2.5,1249.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Premium,499.6
dell,Latitude 5480,Notebook,14.0,8,linux,1.64,1089.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,664.0243902439025
dell,Vostro 5568,Notebook,15.6,8,linux,1.98,726.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,366.6666666666667
asus,VivoBook E403NA,Notebook,14.0,4,windows 10,1.5,298.0,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,198.66666666666666
dell,Latitude 5580,Notebook,15.6,16,windows 10,1.93,1426.66,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,512,0,SSD,No,Intel,HD Graphics 620,Premium,739.2020725388602
lenovo,Thinkpad E470,Notebook,14.0,8,windows 10,1.87,857.07,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX,Mid-Range,458.32620320855614
dell,Latitude 5580,Notebook,15.6,8,windows 10,1.9,1179.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,Premium,620.5263157894738
lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,windows 10,2.19,298.0,Standard,1366,768,No,No,No,AMD,2.0,A6-Series 7310,500,0,HDD,No,AMD,Radeon R4,Budget,136.0730593607306
mediacom,Smartbook 142,Notebook,14.0,4,windows 10,1.4,265.0,Full HD,1920,1200,No,Yes,No,Intel,1.92,Atom Z8350,32,0,HDD,No,Intel,HD Graphics 400,Budget,189.2857142857143
hp,ProBook 470,Notebook,17.3,8,windows 10,2.63,1200.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,Premium,456.27376425855516
lenovo,ThinkPad X1,Ultrabook,14.0,8,windows 10,1.17,1686.64,Quad HD+,2560,1440,No,Yes,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1441.5726495726497
hp,Pavilion X360,2 in 1 Convertible,13.3,8,windows 10,1.58,836.6,Standard,1366,768,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,529.493670886076
lenovo,ThinkPad T470s,Ultrabook,14.0,8,windows 10,1.32,1499.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1135.6060606060605
dell,Alienware 17,Gaming,17.3,32,windows 10,4.36,3659.4,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,839.3119266055046
msi,GL72M 7REX,Gaming,17.3,8,windows 10,2.7,1348.48,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Premium,499.437037037037
lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4,no os,1.9,489.9,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Budget,257.8421052631579
dell,Inspiron 5570,Notebook,15.6,8,windows 10,2.2,719.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,Mid-Range,326.8181818181818
dell,Inspiron 5378,2 in 1 Convertible,13.3,4,windows 10,1.71,649.0,Full HD,1920,1080,Yes,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,379.53216374269005
dell,Inspiron 5567,Notebook,15.6,8,linux,2.32,589.52,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,Mid-Range,254.1034482758621
hp,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,windows 10,2.1,489.0,Full HD,1920,1080,No,No,No,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon 520,Budget,232.85714285714286
acer,Predator 17,Gaming,17.3,16,windows 10,4.2,1935.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,460.7142857142857
dell,Inspiron 3567,Notebook,15.6,12,windows 10,2.25,649.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,288.44444444444446
hp,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,windows 10,2.1,650.0,Full HD,1920,1080,No,No,No,AMD,3.0,A9-Series A9-9420,128,1024,SSD,HDD,AMD,Radeon 520,Mid-Range,309.5238095238095
acer,Extensa EX2540-58KR,Notebook,15.6,4,windows 10,2.4,559.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Mid-Range,232.91666666666669
lenovo,ThinkPad 13,Notebook,13.3,8,windows 10,1.44,960.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,666.6666666666667
lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4,windows 10,1.85,779.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,421.08108108108104
hp,ZBook 15,Workstation,15.6,16,windows 10,2.6,2419.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200,Ultra-Premium,930.3846153846154
dell,Inspiron 5379,2 in 1 Convertible,13.3,8,windows 10,1.55,659.0,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,Mid-Range,425.1612903225806
msi,GS63VR 7RF,Gaming,15.6,16,windows 10,1.8,2094.48,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,1163.6
acer,Aspire ES1-572,Notebook,15.6,4,windows 10,2.4,410.8,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Budget,171.16666666666669
dell,Inspiron 7560,Notebook,15.6,8,windows 10,2.0,1207.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,Premium,603.5
dell,Vostro 3568,Notebook,15.6,8,windows 10,2.0,665.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,332.5
toshiba,Tecra X40-D-10G,Notebook,14.0,8,windows 10,1.25,1535.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1228.0
lenovo,Flex 5,2 in 1 Convertible,14.0,8,windows 10,1.7,999.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,587.6470588235294
lenovo,Thinkpad P51s,Workstation,15.6,16,windows 10,2.5,3299.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Nvidia,Quadro M520M,Ultra-Premium,1319.6
acer,Chromebook 14,Notebook,14.0,2,chrome os,1.68,330.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,Budget,196.42857142857144
samsung,Notebook 9,Ultrabook,13.3,16,windows 10,0.81,1649.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,2035.8024691358023
hp,250 G6,Notebook,15.6,8,windows 10,1.86,539.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,289.7849462365591
dell,Latitude 5480,Notebook,14.0,8,windows 10,1.6,1126.71,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,704.19375
hp,Zbook 17,Workstation,17.3,16,windows 7,3.0,4389.0,Full HD,1920,1080,No,Yes,No,Intel,2.9,Xeon E3-1535M v5,256,0,SSD,No,Nvidia,Quadro M2000M,Ultra-Premium,1463.0
lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,windows 10,1.4,475.0,Standard,1366,768,Yes,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400,Budget,339.28571428571433
hp,EliteBook 850,Notebook,15.6,8,windows 10,1.84,1900.0,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,Ultra-Premium,1032.6086956521738
asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,no os,2.45,579.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,Mid-Range,236.32653061224488
lenovo,Thinkpad T460,Ultrabook,14.0,4,windows 10,1.7,1096.0,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,Premium,644.7058823529412
asus,Pro P2540UA-XO0192R,Notebook,15.6,4,windows 10,2.37,849.9,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,358.60759493670884
lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8,windows 10,1.3,1199.0,Quad HD+,3200,1800,Yes,Yes,No,Intel,1.8,Core i5 6260U,256,0,SSD,No,Intel,HD Graphics 540,Premium,922.3076923076923
hp,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,windows 10,2.2,1099.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,499.5454545454545
hp,ZBook 15,Workstation,15.6,8,windows 7,2.59,1561.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M1000M,Ultra-Premium,602.7027027027027
dell,Alienware 17,Gaming,15.6,16,windows 10,4.42,2868.99,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,649.0927601809955
acer,Aspire 3,Notebook,15.6,4,windows 10,2.1,599.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,285.23809523809524
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,windows 10,2.5,1048.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,419.2
dell,Latitude 7280,Ultrabook,12.5,16,windows 10,1.18,1859.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1575.4237288135594
google,Pixelbook (Core,Ultrabook,12.3,8,chrome os,1.1,1559.0,Standard,2400,1600,Yes,No,No,Intel,1.2,Core i5 7Y57,256,0,SSD,No,Intel,HD Graphics 615,Ultra-Premium,1417.2727272727273
asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,windows 10,1.2,1129.0,Quad HD+,3200,1800,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,940.8333333333334
dell,Latitude 3380,Notebook,13.3,4,windows 10,1.65,849.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,514.5454545454546
acer,TravelMate P238-M,Notebook,13.3,4,windows 10,1.6,655.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,Mid-Range,409.375
asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,windows 10,2.8,470.34,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Nvidia,GeForce 920MX,Budget,167.97857142857143
dell,Inspiron 7559,Gaming,15.6,16,windows 10,2.72,1099.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,Premium,404.0441176470588
samsung,Notebook 9,Ultrabook,13.3,8,windows 10,1.31,1599.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1220.6106870229007
acer,Aspire A315-31,Notebook,15.6,4,linux,2.1,298.0,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,Budget,141.9047619047619
dell,Inspiron 5567,Notebook,15.6,16,windows 10,2.3,1181.27,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,Premium,513.5956521739131
samsung,Notebook 9,2 in 1 Convertible,15.0,16,windows 10,1.71,1799.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon 540,Ultra-Premium,1052.046783625731
toshiba,Tecra A40-C-1E5,Notebook,14.0,4,windows 10,1.75,1020.0,Standard,1366,768,No,Yes,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,Premium,582.8571428571429
dell,Inspiron 7567,Gaming,15.6,8,windows 10,2.62,1099.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Premium,419.46564885496184
hp,EliteBook 820,Ultrabook,12.5,4,windows 10,1.26,1244.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,Premium,987.3015873015873
asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,windows 10,2.3,839.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,364.7826086956522
lenovo,Thinkpad P50,Notebook,15.6,16,windows 7,2.5,2370.0,4K Ultra HD,3840,2160,No,No,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M2000M,Ultra-Premium,948.0
acer,Swift 3,Notebook,14.0,4,windows 10,1.8,636.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,Mid-Range,353.3333333333333
razer,Blade Pro,Gaming,14.0,16,windows 10,1.95,2899.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060,Ultra-Premium,1486.6666666666667
asus,Vivobook Max,Notebook,15.6,8,windows 10,2.0,581.9,Standard,1920,1080,No,No,No,Intel,1.1,Pentium Dual Core N4200,128,0,SSD,No,Intel,HD Graphics 505,Mid-Range,290.95
dell,Alienware 17,Gaming,17.3,32,windows 10,4.42,3588.8,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070M,Ultra-Premium,811.9457013574661
asus,Rog G752VS-BA171T,Gaming,17.3,16,windows 10,4.3,2350.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,546.5116279069767
toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,windows 10,1.47,1764.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Nvidia,GeForce 930M,Ultra-Premium,1200.0
lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,no os,2.2,329.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405,Budget,149.54545454545453
lenovo,ThinkPad T470s,Ultrabook,14.0,16,windows 10,1.7,2299.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1352.3529411764707
msi,GS43VR 7RE,Gaming,14.0,16,windows 10,1.6,1891.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,1181.875
msi,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,windows 10,2.2,1089.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,494.99999999999994
lenovo,Legion Y520-15IKBN,Gaming,15.6,4,windows 10,2.4,999.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Mid-Range,416.25
acer,Predator G9-793,Gaming,17.3,16,windows 10,4.2,2299.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,547.3809523809524
